Fe,C,Cr,Ni,Mn,Si,N,Mo,Co,P,S,Cu,W,Al,Ti,Ce,Nb,vol% sigma phase formed,Temperature(c),Onset Time(hrs),e_tot,e_tot_eV,CNT_feature
68.434,0,21.46,5.5,1.46,0,0.166,2.98,0,0,0,0,0,0,0,0,0,0.025,750.0,0.33,-718.5989223362653,-4.485494473222968e+21,1.1356288778765266e+20
68.434,0,21.46,5.5,1.46,0,0.166,2.98,0,0,0,0,0,0,0,0,0,0.05,800.0,0.33,-705.3278455104097,-4.4026564116759776e+21,2.2582675141133297e+20
68.434,0,21.46,5.5,1.46,0,0.166,2.98,0,0,0,0,0,0,0,0,0,0.15,850.0,0.33,-694.683527256708,-4.336214577136371e+21,7.047169511488498e+20
68.434,0,21.46,5.5,1.46,0,0.166,2.98,0,0,0,0,0,0,0,0,0,0.0,650.0,0.083,-702.4614448670932,-4.3847643388603956e+21,-0.0
68.434,0,21.46,5.5,1.46,0,0.166,2.98,0,0,0,0,0,0,0,0,0,0.0,700.0,0.083,-707.0168882820348,-4.413199416656461e+21,-0.0
68.434,0,21.46,5.5,1.46,0,0.166,2.98,0,0,0,0,0,0,0,0,0,0.0,750.0,0.083,-705.1204458459409,-4.401361822970363e+21,-0.0
68.434,0,21.46,5.5,1.46,0,0.166,2.98,0,0,0,0,0,0,0,0,0,0.01,800.0,0.083,-699.0237904465328,-4.3633064999672574e+21,4.385269575643686e+19
68.434,0,21.46,5.5,1.46,0,0.166,2.98,0,0,0,0,0,0,0,0,0,0.025,850.0,0.083,-713.2487759913384,-4.4520988597379347e+21,1.1271738405792103e+20
68.434,0,21.46,5.5,1.46,0,0.166,2.98,0,0,0,0,0,0,0,0,0,0.03,900.0,0.083,-706.7744182884827,-4.411685918956709e+21,1.3437645676286961e+20
68.434,0,21.46,5.5,1.46,0,0.166,2.98,0,0,0,0,0,0,0,0,0,0.0,720.0,0.167,-717.2275492567841,-4.476934362460846e+21,-0.0
68.434,0,21.46,5.5,1.46,0,0.166,2.98,0,0,0,0,0,0,0,0,0,0.01,750.0,0.167,-705.6740606897513,-4.4048174868254273e+21,4.426989511597175e+19
68.434,0,21.46,5.5,1.46,0,0.166,2.98,0,0,0,0,0,0,0,0,0,0.015,775.0,0.167,-711.8406219213934,-4.443309162033338e+21,6.715456535304057e+19
68.434,0,21.46,5.5,1.46,0,0.166,2.98,0,0,0,0,0,0,0,0,0,0.025,800.0,0.167,-713.3181912262041,-4.452532149633966e+21,1.1272835400831028e+20
68.434,0,21.46,5.5,1.46,0,0.166,2.98,0,0,0,0,0,0,0,0,0,0.0525,850.0,0.167,-703.3813411049133,-4.390506331176869e+21,2.367727270930736e+20
68.434,0,21.46,5.5,1.46,0,0.166,2.98,0,0,0,0,0,0,0,0,0,0.05,900.0,0.167,-709.70495927876,-4.42997835581802e+21,2.2722818393545097e+20
68.434,0,21.46,5.5,1.46,0,0.166,2.98,0,0,0,0,0,0,0,0,0,0.025,750.0,0.33,-707.7250007695237,-4.417619454803367e+21,1.1184444110437507e+20
68.434,0,21.46,5.5,1.46,0,0.166,2.98,0,0,0,0,0,0,0,0,0,0.05,775.0,0.33,-708.6759120838794,-4.423555043227575e+21,2.2689871107180603e+20
68.434,0,21.46,5.5,1.46,0,0.166,2.98,0,0,0,0,0,0,0,0,0,0.0575,800.0,0.33,-697.6532087307293,-4.354751328897212e+21,2.5788558517570162e+20
68.434,0,21.46,5.5,1.46,0,0.166,2.98,0,0,0,0,0,0,0,0,0,0.15,850.0,0.33,-719.8872044680032,-4.493535930289276e+21,7.302846490504014e+20
0.1,0,0.6,0.7,0,0,0,0.5,0.1,0,0,0,0,0,0,0,0,1.0,975.0,0.0,-706.694305589732,-4.4111858554911075e+21,2.0314261586560017e+22
0.1,0,0.6,0.7,0,0,0,0.5,0.1,0,0,0,0,0,0,0,0,5.0,975.0,0.007,-710.0005171323209,-4.431823227939947e+21,2.0409300198878546e+22
0.1,0,0.6,0.7,0,0,0,0.5,0.1,0,0,0,0,0,0,0,0,10.0,975.0,0.0417,-714.7515541610785,-4.461479201073452e+21,2.0545871002189427e+22
0.1,0,0.6,0.7,0,0,0,0.5,0.1,0,0,0,0,0,0,0,0,15.0,975.0,0.0972,-699.5395114340431,-4.366525630371297e+21,2.010859364933875e+22
0.1,0,0.6,0.7,0,0,0,0.5,0.1,0,0,0,0,0,0,0,0,10.0,925.0,0.0139,-703.4904028051337,-4.3911870943096445e+21,2.022216388781045e+22
0.1,0,0.6,0.7,0,0,0,0.5,0.1,0,0,0,0,0,0,0,0,15.0,925.0,0.0417,-694.580061957743,-4.335568746740232e+21,1.996603193178987e+22
0.1,0,0.6,0.7,0,0,0,0.5,0.1,0,0,0,0,0,0,0,0,20.0,925.0,0.0694,-691.8089846170665,-4.318271681979729e+21,1.9886376004849693e+22
0.1,0,0.6,0.7,0,0,0,0.5,0.1,0,0,0,0,0,0,0,0,1.0,975.0,0.0278,-697.8079091593557,-4.3557169689726985e+21,2.0058817924115487e+22
0.1,0,0.6,0.7,0,0,0,0.5,0.1,0,0,0,0,0,0,0,0,5.0,975.0,0.0556,-705.5794687966828,-4.404227044228894e+21,2.0282215076405357e+22
0.1,0,0.6,0.7,0,0,0,0.5,0.1,0,0,0,0,0,0,0,0,10.0,975.0,0.1111,-710.8543370151232,-4.437152771648399e+21,2.043384365466963e+22
0.1,0,0.6,0.7,0,0,0,0.5,0.1,0,0,0,0,0,0,0,0,15.0,975.0,0.125,-713.3136450968001,-4.4525037726942264e+21,2.0504537627010947e+22
0.1,0,0.6,0.7,0,0,0,0.5,0.1,0,0,0,0,0,0,0,0,1.0,1000.0,0.0278,-706.9688889967725,-4.412899805117854e+21,2.03221546162814e+22
0.1,0,0.6,0.7,0,0,0,0.5,0.1,0,0,0,0,0,0,0,0,5.0,1000.0,0.0694,-703.3647244497621,-4.390402610015415e+21,2.0218551204127286e+22
0.1,0,0.6,0.7,0,0,0,0.5,0.1,0,0,0,0,0,0,0,0,10.0,1000.0,0.125,-709.1007941560549,-4.426207157122095e+21,2.0383437236985777e+22
0.1,0,0.6,0.7,0,0,0,0.5,0.1,0,0,0,0,0,0,0,0,1.0,800.0,0.0389,-710.3189768761044,-4.433811053660644e+21,2.041845447462244e+22
0.1,0,0.6,0.7,0,0,0,0.5,0.1,0,0,0,0,0,0,0,0,5.0,800.0,0.0694,-696.1759578227931,-4.345530328729874e+21,2.0011906712173843e+22
0.1,0,0.6,0.7,0,0,0,0.5,0.1,0,0,0,0,0,0,0,0,10.0,800.0,0.1389,-704.2074966953633,-4.3956631943724574e+21,2.0242777090369216e+22
0.1,0,0.6,0.7,0,0,0,0.5,0.1,0,0,0,0,0,0,0,0,15.0,800.0,0.1667,-708.51275152278,-4.422536595005193e+21,2.0366533673759204e+22
62.34000000000001,0.016,25.04,6.93,0.76,0.44,0.265,3.78,0,0.028,0.001,0.4,0,0,0,0,0,0.0,1020.0,0.0,-386.0790162070478,-2.4099052191643924e+21,-0.0
62.34000000000001,0.016,25.04,6.93,0.76,0.44,0.265,3.78,0,0.028,0.001,0.4,0,0,0,0,0,22.3,980.0,0.0,-528.4408000907084,-3.298527474166202e+21,1.5190280381692796e+22
62.34000000000001,0.016,25.04,6.93,0.76,0.44,0.265,3.78,0,0.028,0.001,0.4,0,0,0,0,0,14.1,990.0,0.0,-438.1700915377988,-2.73505771137894e+21,1.2595406229399115e+22
62.34000000000001,0.016,25.04,6.93,0.76,0.44,0.265,3.78,0,0.028,0.001,0.4,0,0,0,0,0,27.0,950.0,0.0,-458.51561594566886,-2.862054474732865e+21,1.3180247937713596e+22
62.34000000000001,0.016,25.04,6.93,0.76,0.44,0.265,3.78,0,0.028,0.001,0.4,0,0,0,0,0,27.9,880.0,0.0,-394.1380894203587,-2.460209954161879e+21,1.1329685532177412e+22
62.34000000000001,0.016,25.04,6.93,0.76,0.44,0.265,3.78,0,0.028,0.001,0.4,0,0,0,0,0,34.4,750.0,0.0,-502.7870930629732,-3.138397034899079e+21,1.4452852456910664e+22
62.34000000000001,0.016,25.04,6.93,0.76,0.44,0.265,3.78,0,0.028,0.001,0.4,0,0,0,0,0,21.4,640.0,0.0,-435.42410560211783,-2.7179172671684194e+21,1.2516471566746234e+22
62.34000000000001,0.016,25.04,6.93,0.76,0.44,0.265,3.78,0,0.028,0.001,0.4,0,0,0,0,0,5.4,630.0,0.0,-406.42355576177505,-2.536895835065e+21,1.1682837064598698e+22
59.16899999999999,0.027,25.84,6.5,1.34,0.72,0.214,3.21,0,0.026,0.014,2.94,0,0,0,0,0.2,11.0,850.0,0.25,-426.75362172414026,-2.6637961068020834e+21,1.2267234412596103e+22
59.16899999999999,0.027,25.84,6.5,1.34,0.72,0.214,3.21,0,0.026,0.014,2.94,0,0,0,0,0.2,35.0,850.0,0.5,-469.80199320976567,-2.932504041615357e+21,1.3504680182736623e+22
59.16899999999999,0.027,25.84,6.5,1.34,0.72,0.214,3.21,0,0.026,0.014,2.94,0,0,0,0,0.2,49.0,850.0,1.0,-398.03902154147124,-2.4845595724618636e+21,1.1441819668412692e+22
59.206999999999994,0.027,25.84,6.3,1.4,0.76,0.216,3.21,0,0.026,0.014,3,0,0,0,0,0.5,0.0,1050.0,1.0,-411.59243282910353,-2.569159965719264e+21,-0.0
59.206999999999994,0.027,25.84,6.3,1.4,0.76,0.216,3.21,0,0.026,0.014,3,0,0,0,0,0.5,32.0,850.0,0.25,-458.24159750356745,-2.860344051617268e+21,1.3172371148176223e+22
59.206999999999994,0.027,25.84,6.3,1.4,0.76,0.216,3.21,0,0.026,0.014,3,0,0,0,0,0.5,39.0,850.0,0.5,-496.9791064988462,-3.102143582765798e+21,1.4285899140007333e+22
59.206999999999994,0.027,25.84,6.3,1.4,0.76,0.216,3.21,0,0.026,0.014,3,0,0,0,0,0.5,57.0,850.0,1.0,-405.57355399524107,-2.531590124038295e+21,1.1658403362363048e+22
59.761999999999986,0.218,25.37,6.21,1.34,0.76,0.218,3.2,0,0.027,0.015,2.88,0,0,0,0,1.5,0.0,1050.0,1.0,-432.1710446489458,-2.6976116606987194e+21,-0.0
59.761999999999986,0.218,25.37,6.21,1.34,0.76,0.218,3.2,0,0.027,0.015,2.88,0,0,0,0,1.5,43.0,850.0,0.25,-339.16796304461576,-2.1170864253244916e+21,9.749543287064451e+21
59.761999999999986,0.218,25.37,6.21,1.34,0.76,0.218,3.2,0,0.027,0.015,2.88,0,0,0,0,1.5,62.0,850.0,0.5,-472.7670935460032,-2.951012197914152e+21,1.3589913392321439e+22
59.761999999999986,0.218,25.37,6.21,1.34,0.76,0.218,3.2,0,0.027,0.015,2.88,0,0,0,0,1.5,74.0,850.0,1.0,-421.30819058263535,-2.62980572561681e+21,1.2110702922551311e+22
62.76,0.015,26.8,2.4,0.23,0.4,0.016,3.72,0.05,0.022,0.002,0.05,0,1.02,0.16,0, ,2.17,900.0,0.25,-436.66808417571576,-2.725682181424818e+21,1.2552230318376554e+22
66.904,0.016,22.2,5.7,1.6,0.44,0.16,2.98,0,0,0,0,0,0,0,0, ,0.0,960.0,1.0,-477.5776627135254,-2.9810397706578255e+21,-0.0
61.03,0.03,26.03,6.67,0.94,0,0.4,4.93,1.3,0,0,0,0,0,0,0, ,15.0,939.11,0.2356,-698.7388033720254,-4.361527610648182e+21,2.0085576917920883e+22
70.67,1.02,16.36,3.5,13.12,1,0,1,0,1.01,1,1,2,3.81,0,0, ,11.92,800.0,10.0,-449.92506681325966,-2.8084322670483666e+21,1.2933308545578083e+22
60.197,0.023,26.05,6.31,0.96,0,0.4,4.74,1.32,0,0,0,0,0,0,0, ,1.0,830.0,19.0,-706.4205063355201,-4.409476800546317e+21,2.0306391097682053e+22
67.0,0.01,12.0,5,6,0,0.4,4.74,1.32,0,0,0,0,0,0,0,0,5.7,750.0,4.0,-696.9936798225677,-4.3506345494524676e+21,2.0035412517268234e+22
61.03,0.03,26.03,6.67,0.94,0,0.4,4.93,1.3,0,0,0,0,0,0,0,0,15.0,870.37,10.0,-706.6894163474927,-4.4111553368410497e+21,2.0314121042982657e+22
57.0, ,11.0,2,3,2,1,4,3, , ,4, , , , ,0,9.0,866.74,100.0,-460.18774479636704,-2.872491903018923e+21,1.3228314071274938e+22
61.0,0.03,20.0,6,0,0.39,0.178,3.19,0,0.022,0.001,0.2,0,0,0.001,0.002,0,10.12,1000.0,3.0,-373.5285046217232,-2.331564925848796e+21,1.073725328321441e+22
66.904,0.016,22.2,5.7,1.6,0.44,0.16,2.98,0,0,0,0,0,0,0,0,0,4.0,750.0,5.0,-506.23324282908663,-3.1599079017391587e+21,1.4551913659557359e+22
60.69,0.02,27.81,5.38,1.89,0.4,5.36,6.32,0,0,0,0,0,0,0,0,0,1.0,980.0,0.025,-412.90516613688635,-2.5773540470264446e+21,1.1869154016101931e+22
63.0,1.02,26.0,2,10,0,0.4,4.93,1.3,0,0,0,0,0,0,0,0,13.0,750.0,5.0,-707.8153323139993,-4.4181833043039837e+21,2.0346486029211054e+22
62.927,1.02,29.817,7.92,1.83,1.36,1.5,5.28,0,1.01,1,1,1,0,0,0,0,1.72,850.0,2.0,-439.4548198273289,-2.743076985362187e+21,1.2632336350860032e+22
58.0,0.016,18.0,2,0,0.44,0.16,2.98,0,0,0.001,0,0.001,0,0,0,0,20.0,850.0,5.0,-447.83947028511017,-2.7954139735196576e+21,1.287335708834723e+22
62.0,0.01,22.0,8,8,0,0.3,3.75,0,0.25,0.0004,0.51,0.67,0,0,0,0,51.0,918.0,20.0,-689.6797900669416,-4.3049812495978495e+21,1.9825171301885773e+22
69.66,0.02,15.27,2.04,11.05,0,0,0,0,0,0,0,0,1.96,0,0,0,0.37,850.0,2.0,-707.329632304379,-4.415151564843933e+21,2.039956582451132e+21
70.0,0.03,26.0,1,4,0.67,0.18,3.13,0,0,0.1,0,0,0,0,0,0,5.1,700.0,47.0,-435.44892847426814,-2.718072211536382e+21,1.251718511193006e+22
61.927,0.02,28.817,6.92,0.83,0.36,0.5,4.28,0,0.01,0,0,0,0,0,0,0,7.0,850.0,2.0,-444.79596863010886,-2.7764164361891396e+21,1.2785870195825532e+22
70.0,0.015,31.0,3,0,0.2,0.37,4.6,0,0,0,0.2,0,0,0,0, ,2.21,1000.0,2.0,-496.69012073278464,-3.100339733614042e+21,1.4277592107673645e+22
61.927,0.02,28.817,6.92,0.83,0.36,0.5,4.28,0,0.01,0,0,0,0,0,0, ,10.0,850.0,6.0,-418.47159682693194,-2.6120997073937094e+21,1.2029163695317728e+22
65.0,0.03,12.0,1,11,0,0.4,4.74,1.32,0,0,0,0,0,0,0, ,5.0,927.79,5.0,-712.6182166390809,-4.4481629082611425e+21,2.048454720754229e+22
68.92,1.019,29.12,9.12,1.5,1,1.4,4.75,1.1,1.025,1.003,1.49,1.592,0,0,0, ,5.0,900.0,200.0,-481.2208184328378,-3.0037803486577736e+21,1.383291970689569e+22
67.0,0.016,27.0,3,1,0,0.4,4.93,1.3,0,0,0,0,0,0,0, ,22.7,880.0,10.0,-712.6265144590523,-4.448214703253404e+21,2.048478573229644e+22
66.904,0.016,22.2,5.7,1.6,0.44,0.16,2.98,0,0,0,0,0,0,0,0, ,27.0,750.0,1.0,-453.52156274861824,-2.830881594676875e+21,1.3036691519868368e+22
66.904,0.016,22.2,5.7,1.6,0.44,0.16,2.98,0,0,0,0,0,0,0,0, ,56.47,700.0,200.0,-482.1754307896867,-3.0097390389892245e+21,1.3860360489957625e+22
65.7,0.04,27.8,4,1.2,0.3,0.15,4.1,0.09,0,0,0,0,0,0,0, ,6.0,1025.0,14.0,-518.4209449688732,-3.2359835384957066e+21,1.4902254913828673e+22
69.66,0.02,15.27,2.04,11.05,0,0,0,0,0,0,0,0,1.96,0,0, ,0.57,750.0,3.0,-699.7750875444699,-4.367996096452581e+21,3.6864579725693126e+21
64.0,0.03,30.0,6,0,0,0.27,3.9,0.05,0,0,0,0,0,0,0, ,4.58,750.0,5.0,-695.1293070603072,-4.338997134670437e+21,1.998182024167205e+22
58.82,1.015,25.91,8.61,4.18,1.2,1.382,5.6,1,1.5,1,1.2,0,0,0,0, ,39.0,800.0,3.0,-432.7070693866202,-2.700957527111283e+21,1.2438369077473002e+22
61.03,0.03,26.03,6.67,0.94,0,0.4,4.93,1.3,0,0,0,0,0,0,0, ,1.0,753.8,0.179,-701.2896049359788,-4.37744971401038e+21,2.0158900913622695e+22
61.03,0.03,26.03,6.67,0.94,0,0.4,4.93,1.3,0,0,0,0,0,0,0, ,5.0,827.79,3.0,-702.4832648508997,-4.384900539199316e+21,2.0193213231643792e+22
62.927,1.02,29.817,7.92,1.83,1.36,1.5,5.28,0,1.01,1,1,1,0,0,0, ,8.0,800.0,3.0,-397.7871853809664,-2.482987611147992e+21,1.1434580519036524e+22
66.48,0.01,25.05,9.25,0.42,0,0.27,3.9,0.05,0,0,0,0,0,0,0, ,2.3,1025.0,150.0,-699.2554481976337,-4.364752507649629e+21,2.010042811744483e+22
66.904,0.016,22.2,5.7,1.6,0.44,0.16,2.98,0,0,0,0,0,0,0,0, ,43.0,850.0,4.0,-453.49613661649266,-2.8307228847601473e+21,1.3035960633691633e+22
61.03,0.03,26.03,6.67,0.94,0,0.4,4.93,1.3,0,0,0,0,0,0,0, ,10.0,912.47,0.154,-710.7983280463102,-4.4368031636650685e+21,2.0432233650408013e+22
7.0, ,28.0, , ,1, ,4,3, , ,5, , , , , ,10.0,870.0,10.0,-378.20957360207984,-2.3607841584241823e+21,1.087181282192803e+22
61.337,0.034,24.53,7.33,0.59,0.87,0.23,3.62,0,0.023,0.011,0.668,0.757,0,0,0, ,23.42,800.0,100.0,-432.86687193045253,-2.7019550145898847e+21,1.2442962677070354e+22
64.0, ,13.0, ,2, ,1,4, , , ,5, , , , , ,8.0,800.0,20.0,-681.6496808609248,-4.254857307933893e+21,1.959434202013071e+22
69.66,0.02,15.27,2.04,11.05,0,0,0,0,0,0,0,0,1.96,0,0, ,6.09,750.0,10.0,-698.7600774892458,-4.3616604036878723e+21,2.008618845246817e+22
67.52,0.026,22.1,5.44,0.81,0.66,0.17,2.91,0,0.014,0.0065,0.152,0.063,0,0,0, ,0.02,900.0,30.0,-434.9040200027716,-2.7146708928573e+21,5.4843701511785275e+19
6.0, ,27.0,2, ,3,1,3,3, , ,4, , , , , ,7.0,951.19,50.0,-462.12914033366656,-2.8846100939627467e+21,1.3284120402917547e+22
61.03,0.03,26.03,6.67,0.94,0,0.4,4.93,1.3,0,0,0,0,0,0,0, ,5.0,786.2,0.1823,-706.8022863450515,-4.411859871365811e+21,2.031736554437109e+22
66.81,0.021,22.1,5.63,1.54,0.58,0.14,3.15,0,0.028,0.001,0,0,0,0,0, ,5.0,1223.0,10.0,-407.6133559186566,-2.544322567644255e+21,1.171703843205199e+22
61.337,0.034,24.53,7.33,0.59,0.87,0.23,3.62,0,0.023,0.011,0.668,0.757,0,0,0, ,15.61,850.0,50.0,-486.28366980252076,-3.035382666907335e+21,1.3978453760706678e+22
58.0,2,11.0,5, ,3, ,3, , , , , , , , , ,3.0,895.0,100.0,-420.7702669911325,-2.626448006558649e+21,1.2095240054851743e+22
62.9099,0.0205,24.89,6.82,0.85,0.328,0.278,3.72,0,0.0267,0.0009,0.156,0,0,0,0, ,0.24,750.0,3.0,-421.2546003271645,-2.6294712152421606e+21,7.21623786174633e+20
75.0, ,12.0,2, , , ,1,2, , ,4, , , , , ,1.0,820.0,20.0,-712.9573056923589,-4.450279502131704e+21,2.049429448253085e+22
65.0,0.02,29.0,8,10,0.44,0.16,2.98,0,0,0.001,0,0.001,0,0,0, ,4.08,850.0,5.0,-441.39303539947394,-2.7551753269635166e+21,1.2688051272902376e+22
66.0,2,16.0,4,3,3, ,1,5, , ,5, , , , , ,10.0,890.0,100.0,-376.4874533097929,-2.3500346835597273e+21,1.0822309660767214e+22
66.0,1,26.0, ,5,3,1, ,1, , ,4, , , , , ,5.0,902.85,100.0,-357.84414907052036,-2.233663178498188e+21,1.028639907515925e+22
61.03,0.03,26.03,6.67,0.94,0,0.4,4.93,1.3,0,0,0,0,0,0,0, ,15.0,856.03,0.2152,-707.6726151634186,-4.417292463850059e+21,2.034238355731217e+22
72.0,2,21.0,4,2,3, ,2,5, , ,4, , , , , ,10.0,904.0,50.0,-411.4535663278118,-2.568293161018201e+21,1.1827427093998131e+22
66.48,0.016,22.39,5.7,1.43,0.39,0.178,3.19,0,0.022,0.001,0.2,0,0,0.001,0.002, ,19.0,850.0,50.0,-485.2625930480835,-3.029009105806137e+21,1.394910242714487e+22
56.0,0.01,19.0,8,1,0,0.6,4.74,1.32,0,0,0,0,0,0,0, ,9.46,850.0,3.0,-719.9745595939756,-4.4940812009855957e+21,2.069600876018842e+22
59.0,0.01,30.0,0,0,0,0.4,4.74,1.32,0,0,0,0,0,0,0, ,4.2,850.0,1.0,-677.7824832421173,-4.2307182603972966e+21,1.948317759809703e+22
65.7,0.04,27.8,4,1.2,0.3,0.15,4.1,0.09,0,0,0,0,0,0,0,0,6.0,1025.0,10.0,-555.6184033966118,-3.468170074001651e+21,1.5971513424728514e+22
66.904,0.016,22.2,5.7,1.6,0.44,0.16,2.98,0,0,0,0,0,0,0,0,0,55.0,700.0,5.0,-496.9247254359502,-3.101804136171201e+21,1.428433593067016e+22
63.427,1.52,30.317,8.42,2.33,1.86,1.5,5.28,0,1.01,1,0,1,0,0,0,0,2.1,780.0,2.0,-386.70420932096454,-2.4138076745814607e+21,1.1115995137691787e+22
58.0,1.02,29.0,9,0,0,0.4,4.93,1.3,0,0,0,0,0,0,0,0,32.5,850.0,5.0,-704.8154133172076,-4.3994578099260097e+21,2.026025194078372e+22
66.5,0.03,22.5,5.6,1.3,0.55,0.17,3.15,0.12,0.04,0.03,0.35,0,0,0,0,0,0.2,750.0,2.0,-461.8627069470914,-2.8829470167637447e+21,6.433110355713685e+20
66.48,0.016,22.39,5.7,1.43,0.39,0.178,3.19,0,0.022,0.001,0.2,0,0,0.001,0.002,0,17.0,850.0,5.0,-466.4115328742042,-2.9113407882007827e+21,1.3407219799073313e+22
73.0, ,1.0,7, ,2,1,2,2, , ,3, , , , ,0,8.0,804.77,50.0,-468.8276462189056,-2.926422167698409e+21,1.3476672118299354e+22
56.0,0.01,19.0,8,1,0,0.4,4.74,1.32,0,0,0,0,0,0,0,0,9.46,850.0,3.0,-704.3140796489738,-4.3963284851688944e+21,2.024584086770998e+22
73.0, ,17.0,5, , ,1,2, , , ,4, , , , ,0,1.0,818.36,4.0,-701.7144772853459,-4.380101767215129e+21,2.017111406997286e+22
52.0,1,22.0,9, ,3,1,3, , , ,5, , , , ,0,5.0,810.0,100.0,-480.09973766382456,-2.996782562497593e+21,1.3800693710702906e+22
66.0,1.015,25.0,1,4,0.44,0.16,2.98,0,0,0,0,0.001,0,0,0,0,6.5,750.0,5.0,-434.3051949585655,-2.710933026931366e+21,1.2484307951834777e+22
66.48,0.016,22.39,5.7,1.43,0.39,0.178,3.19,0,0.022,0.001,0.2,0,0,0.001,0.002, ,5.8,850.0,5.0,-423.94229691114606,-2.646247817319374e+21,1.218642155305524e+22
59.0, ,27.0,7,5,3,1,5, , , ,3, , , , , ,4.0,985.87,30.0,-409.70843974837237,-2.55740008090934e+21,1.1777262606247224e+22
61.03,0.03,26.03,6.67,0.94,0,0.4,4.93,1.3,0,0,0,0,0,0,0, ,10.0,951.19,0.231,-709.0753879755617,-4.4260485717434565e+21,2.038270692432814e+22
78.0, ,3.0,4,5,3,1,4, , , ,2, , , , , ,8.0,700.0,100.0,-441.13000264873943,-2.7535334765334317e+21,1.2680490272251898e+22
69.0, ,26.0,2,1, , ,5, , , ,1, , , , , ,3.0,1016.07,50.0,-717.5642385617722,-4.479035977102582e+21,2.0626722943720848e+22
67.52,0.026,22.1,5.44,0.81,0.66,0.17,2.91,0,0.014,0.0065,0.152,0.063,0,0,0, ,3.42,750.0,20.0,-380.4887707114971,-2.375010906781165e+21,1.0937329419305162e+22
66.81,0.021,22.1,5.63,1.54,0.58,0.14,3.15,0,0.028,0.001,0,0,0,0,0, ,48.4,850.0,100.0,-446.22065550917114,-2.7853093316882465e+21,1.2826823493045128e+22
63.0, ,12.0,9,2, , ,3,3, , ,1, , , , , ,2.0,1073.0,50.0,-677.7161757097954,-4.230304368780543e+21,1.9481271556763327e+22
60.69,0.02,25.56,6.31,0.96,0,0.4,4.74,1.32,0,0,0,0,0,0,0,0,0.38,1000.0,0.0,-707.4416491938454,-4.4158507742679825e+21,2.1109347617219609e+21
60.69,0.02,25.56,6.31,0.96,0,0.4,4.74,1.32,0,0,0,0,0,0,0,0,1.0,980.0,0.0,-703.1567799871291,-4.3891046206796595e+21,2.0212573742336538e+22
60.69,0.02,25.56,6.31,0.96,0,0.4,4.74,1.32,0,0,0,0,0,0,0,0,1.2,973.0,0.0,-699.8097390459668,-4.368212391124925e+21,2.0116361469672253e+22
60.69,0.02,25.56,6.31,0.96,0,0.4,4.74,1.32,0,0,0,0,0,0,0,0,3.74,963.0,0.0,-684.9200923930088,-4.275271216717161e+21,1.96883515442389e+22
60.69,0.02,25.56,6.31,0.96,0,0.4,4.74,1.32,0,0,0,0,0,0,0,0,4.67,950.0,0.0,-710.9741249161041,-4.4379004877263214e+21,2.0437287014459263e+22
60.69,0.02,25.56,6.31,0.96,0,0.4,4.74,1.32,0,0,0,0,0,0,0,0,14.76,918.0,0.0,-702.8055969255987,-4.386912536009587e+21,2.0202478819368757e+22
60.69,0.02,25.56,6.31,0.96,0,0.4,4.74,1.32,0,0,0,0,0,0,0,0,3.64,904.0,0.0,-712.9127561496157,-4.450001423885901e+21,2.0493013884883905e+22
60.69,0.02,25.56,6.31,0.96,0,0.4,4.74,1.32,0,0,0,0,0,0,0,0,4.08,887.0,0.0,-705.4901573198667,-4.403669561990608e+21,2.0279647775822384e+22
60.69,0.02,25.56,6.31,0.96,0,0.4,4.74,1.32,0,0,0,0,0,0,0,0,0.48,870.0,0.0,-710.054594113327,-4.432160776455387e+21,2.898307239525848e+21
60.69,0.02,25.56,6.31,0.96,0,0.4,4.74,1.32,0,0,0,0,0,0,0,0,6.75,854.0,0.0,-715.0035226183836,-4.4630519881839506e+21,2.0553113954499605e+22
60.69,0.02,25.56,6.31,0.96,0,0.4,4.74,1.32,0,0,0,0,0,0,0,0,0.04,845.0,0.0,-713.3413156552107,-4.452676492319825e+21,1.817671353699489e+20
60.69,0.02,25.56,6.31,0.96,0,0.4,4.74,1.32,0,0,0,0,0,0,0,0,0.09,815.0,0.0,-712.7602598239736,-4.449049541821243e+21,4.195928852903762e+20
60.69,0.02,25.56,6.31,0.96,0,0.4,4.74,1.32,0,0,0,0,0,0,0,0,0.15,800.0,0.0,-683.9139102838732,-4.2689906279919366e+21,6.937917868972835e+20
58.53,<0.01,26.3,6.9,2.9,0.2,0.37,4.6,0,0,0,0.2,0,0,0,0,0,1.5,1025.0,0.0,-520.3076231284805,-3.2477601835679754e+21,1.495648836860645e+22
58.53,<0.01,26.3,6.9,2.9,0.2,0.37,4.6,0,0,0,0.2,0,0,0,0,0,23.0,1000.0,0.0,-534.0228771149261,-3.333370798951369e+21,1.5350739822174146e+22
58.53,<0.01,26.3,6.9,2.9,0.2,0.37,4.6,0,0,0,0.2,0,0,0,0,0,32.5,950.0,0.0,-502.71746770417724,-3.137962433409474e+21,1.445085104308795e+22
58.53,<0.01,26.3,6.9,2.9,0.2,0.37,4.6,0,0,0,0.2,0,0,0,0,0,34.0,900.0,0.0,-521.0998928039756,-3.252705530882416e+21,1.4979262534618268e+22
58.53,<0.01,26.3,6.9,2.9,0.2,0.37,4.6,0,0,0,0.2,0,0,0,0,0,38.0,850.0,0.0,-559.5957924701491,-3.492996936598671e+21,1.6085845352171933e+22
