Fe,C,Cr,Ni,Mn,Si,N,Mo,Co,P,S,Cu,W,Al,Ti,Ce,Nb,vol% sigma phase formed,Temperature(c),Onset Time(hrs),e_tot,e_tot_eV,CNT_feature
58.53,<0.01,26.3,6.9,2.9,0.2,0.37,4.6,0,0,0,0.2,0,0,0,0,0,37.0,800.0,0.0,-472.35102624160123,-2.9484151058000747e+21,1.3577953341147426e+22
58.53,<0.01,26.3,6.9,2.9,0.2,0.37,4.6,0,0,0,0.2,0,0,0,0,0,7.0,750.0,0.0,-513.4669596988318,-3.205060762440108e+21,1.4759850267469446e+22
68.547,0.023,22.43,4.88,0.14,0.67,0.18,3.13,0,0,0,0,0,0,0,0,0,20.0,850.0,0.0,-369.8581894758621,-2.3086548187083312e+21,1.0631748340853349e+22
61.9936,0.014,25.19,7.05,0.5,0,0.3,3.75,0,0.022,0.0004,0.51,0.67,0,0,0,0,1.36,850.0,0.0,-698.3993545710395,-4.3594087712324285e+21,2.0075819301814556e+22
61.9936,0.014,25.19,7.05,0.5,0,0.3,3.75,0,0.022,0.0004,0.51,0.67,0,0,0,0,24.39,850.0,1200.0,-714.0140725515349,-4.456875840866681e+21,2.0524671745009843e+22
61.9936,0.014,25.19,7.05,0.5,0,0.3,3.75,0,0.022,0.0004,0.51,0.67,0,0,0,0,36.54,850.0,3600.0,-691.0621361401463,-4.313609853786793e+21,1.9864907492643387e+22
61.9936,0.014,25.19,7.05,0.5,0,0.3,3.75,0,0.022,0.0004,0.51,0.67,0,0,0,0,4.19,950.0,300.0,-682.2490582267161,-4.258598621451162e+21,1.9611571405596876e+22
61.9936,0.014,25.19,7.05,0.5,0,0.3,3.75,0,0.022,0.0004,0.51,0.67,0,0,0,0,22.7,950.0,1200.0,-707.4300468998618,-4.415778352748938e+21,2.033541081801101e+22
61.9936,0.014,25.19,7.05,0.5,0,0.3,3.75,0,0.022,0.0004,0.51,0.67,0,0,0,0,25.39,950.0,3600.0,-702.2699326431535,-4.3835689195585646e+21,2.018708089657513e+22
60.2,0.023,26.05,6.31,0.96,0,0.4,4.74,1.32,0,0,0,0,0,0,0,0,3.0,775.0,0.0,-699.8690743392259,-4.368582762025448e+21,2.0118067090701098e+22
60.2,0.023,26.05,6.31,0.96,0,0.4,4.74,1.32,0,0,0,0,0,0,0,0,5.4,825.0,0.0,-702.8226206223356,-4.387018797924619e+21,2.0202968173571767e+22
60.2,0.023,26.05,6.31,0.96,0,0.4,4.74,1.32,0,0,0,0,0,0,0,0,10.0,850.0,0.0,-700.8282453330877,-4.374569907369133e+21,2.0145638913937016e+22
60.2,0.023,26.05,6.31,0.96,0,0.4,4.74,1.32,0,0,0,0,0,0,0,0,11.0,875.0,0.0,-694.4045765930216,-4.3344733670936407e+21,1.996098752209905e+22
60.2,0.023,26.05,6.31,0.96,0,0.4,4.74,1.32,0,0,0,0,0,0,0,0,11.0,900.0,0.0,-711.6998581571775,-4.442430514617102e+21,2.045814855923841e+22
60.2,0.023,26.05,6.31,0.96,0,0.4,4.74,1.32,0,0,0,0,0,0,0,0,10.1,925.0,0.0,-707.2172201490356,-4.41444988817028e+21,2.0329293012540236e+22
60.2,0.023,26.05,6.31,0.96,0,0.4,4.74,1.32,0,0,0,0,0,0,0,0,9.0,950.0,0.0,-693.810961571884,-4.3307680221317e+21,1.9943923777951517e+22
60.2,0.023,26.05,6.31,0.96,0,0.4,4.74,1.32,0,0,0,0,0,0,0,0,7.1,975.0,0.0,-711.6715622798836,-4.4422538917510334e+21,2.0457335180881427e+22
60.2,0.023,26.05,6.31,0.96,0,0.4,4.74,1.32,0,0,0,0,0,0,0,0,4.9,1000.0,0.0,-705.1220190213967,-4.4013716427315583e+21,2.02690654665608e+22
61.05,0.01,25.05,9.25,0.42,0,0.27,3.9,0.05,0,0,0,0,0,0,0,0,5.5,775.0,0.0,-702.6590600174584,-4.3859978526289754e+21,2.0198266546734747e+22
61.05,0.01,25.05,9.25,0.42,0,0.27,3.9,0.05,0,0,0,0,0,0,0,0,9.5,800.0,0.0,-695.2986639731675,-4.340054260520512e+21,1.9986688486119653e+22
61.05,0.01,25.05,9.25,0.42,0,0.27,3.9,0.05,0,0,0,0,0,0,0,0,13.5,825.0,0.0,-715.926737688898,-4.4688146966541013e+21,2.057965220773688e+22
61.05,0.01,25.05,9.25,0.42,0,0.27,3.9,0.05,0,0,0,0,0,0,0,0,12.0,875.0,0.0,-695.6861893959677,-4.342473194209631e+21,1.9997828087426666e+22
61.05,0.01,25.05,9.25,0.42,0,0.27,3.9,0.05,0,0,0,0,0,0,0,0,11.0,900.0,0.0,-709.7382120099574,-4.430185919366154e+21,2.040176011424925e+22
61.05,0.01,25.05,9.25,0.42,0,0.27,3.9,0.05,0,0,0,0,0,0,0,0,11.0,925.0,0.0,-701.3116867628274,-4.377587548773569e+21,2.015953566616473e+22
61.05,0.01,25.05,9.25,0.42,0,0.27,3.9,0.05,0,0,0,0,0,0,0,0,10.5,950.0,0.0,-700.6341594477376,-4.373358423272778e+21,2.0140059823495686e+22
61.05,0.01,25.05,9.25,0.42,0,0.27,3.9,0.05,0,0,0,0,0,0,0,0,7.0,975.0,0.0,-707.6561750293401,-4.417189844533141e+21,2.034191097789339e+22
61.05,0.01,25.05,9.25,0.42,0,0.27,3.9,0.05,0,0,0,0,0,0,0,0,5.1,1000.0,0.0,-698.4254357945833,-4.359571570229789e+21,2.007656901890351e+22
61.05,0.01,25.05,9.25,0.42,0,0.27,3.9,0.05,0,0,0,0,0,0,0,0,1.0,0.0,82.0,-703.1750882146345,-4.3892189006357484e+21,2.021310002098317e+22
61.05,0.01,25.05,9.25,0.42,0,0.27,3.9,0.05,0,0,0,0,0,0,0,0,5.0,0.0,312.5,-699.4161662278646,-4.3657557095943305e+21,2.0105048033131093e+22
61.05,0.01,25.05,9.25,0.42,0,0.27,3.9,0.05,0,0,0,0,0,0,0,0,10.0,0.0,600.3,-706.2251915967339,-4.4082576459468133e+21,2.030077668326831e+22
60.197,0.023,26.05,6.31,0.96,0,0.4,4.74,1.32,0,0,0,0,0,0,0,0,1.0,0.0,82.2,-712.8711196907647,-4.449741529109753e+21,2.0491817025209293e+22
60.197,0.023,26.05,6.31,0.96,0,0.4,4.74,1.32,0,0,0,0,0,0,0,0,5.0,0.0,259.1,-703.5112695863144,-4.3913173447577745e+21,2.022276371329089e+22
60.197,0.023,26.05,6.31,0.96,0,0.4,4.74,1.32,0,0,0,0,0,0,0,0,0.0,0.0,470.9,-717.5319599951058,-4.4788344942894504e+21,-0.0
66.9965,0.013,22.45,5.31,1.81,0.38,0.15,2.63,0,0.02,0.0005,0.24,0,0,0,0,0,5.0,850.0,0.0,-360.35212362224,-2.2493179556500223e+21,1.0358491988167167e+22
66.9965,0.013,22.45,5.31,1.81,0.38,0.15,2.63,0,0.02,0.0005,0.24,0,0,0,0,0,12.0,850.0,0.0,-461.37007477789916,-2.8798720067636466e+21,1.3262300705009638e+22
66.9965,0.013,22.45,5.31,1.81,0.38,0.15,2.63,0,0.02,0.0005,0.24,0,0,0,0,0,17.0,850.0,0.0,-487.76866526381633,-3.0446520085767415e+21,1.4021140656606367e+22
66.9965,0.013,22.45,5.31,1.81,0.38,0.15,2.63,0,0.02,0.0005,0.24,0,0,0,0,0,21.0,850.0,0.0,-434.3188139017824,-2.711018036374926e+21,1.2484699434789785e+22
69.66,0.02,15.27,2.04,11.05,0,0,0,0,0,0,0,0,1.96,0,0,0,2.5,900.0,0.0,-718.4760918707824,-4.4847277654574236e+21,2.065293459775752e+22
69.66,0.02,15.27,2.04,11.05,0,0,0,0,0,0,0,0,1.96,0,0,0,5.8,900.0,0.0,-710.0765500483303,-4.432297825401678e+21,2.0411485800959654e+22
69.66,0.02,15.27,2.04,11.05,0,0,0,0,0,0,0,0,1.96,0,0,0,7.8,900.0,0.0,-686.6517126779443,-4.286079990535728e+21,1.9738127787175254e+22
69.66,0.02,15.27,2.04,11.05,0,0,0,0,0,0,0,0,1.96,0,0,0,9.5,900.0,0.0,-685.7421796065848,-4.2804026851043023e+21,1.9711982829465705e+22
69.66,0.02,15.27,2.04,11.05,0,0,0,0,0,0,0,0,1.96,0,0,0,10.3,900.0,0.0,-691.8952883278712,-4.318810389742572e+21,1.98888568457781e+22
69.66,0.02,15.27,2.04,11.05,0,0,0,0,0,0,0,0,1.96,0,0,0,3.1,850.0,0.0,-704.7831867955399,-4.39925665197776e+21,2.025932557419777e+22
69.66,0.02,15.27,2.04,11.05,0,0,0,0,0,0,0,0,1.96,0,0,0,5.7,850.0,0.0,-682.9355889621156,-4.262883946301526e+21,1.9631306055835047e+22
69.66,0.02,15.27,2.04,11.05,0,0,0,0,0,0,0,0,1.96,0,0,0,7.5,850.0,0.0,-716.42521096433,-4.4719261668393474e+21,2.0593981057468566e+22
69.66,0.02,15.27,2.04,11.05,0,0,0,0,0,0,0,0,1.96,0,0,0,8.8,850.0,0.0,-709.0533695128489,-4.425911132499203e+21,2.0382073993218115e+22
69.66,0.02,15.27,2.04,11.05,0,0,0,0,0,0,0,0,1.96,0,0,0,10.2,850.0,0.0,-709.0114493092342,-4.42564946658824e+21,2.038086897716626e+22
69.66,0.02,15.27,2.04,11.05,0,0,0,0,0,0,0,0,1.96,0,0,0,0.9,750.0,0.0,-698.2633265021216,-4.3585596840262427e+21,1.0035954555363665e+22
69.66,0.02,15.27,2.04,11.05,0,0,0,0,0,0,0,0,1.96,0,0,0,2.3,750.0,0.0,-707.152524843098,-4.414046060070618e+21,2.0327433315415407e+22
69.66,0.02,15.27,2.04,11.05,0,0,0,0,0,0,0,0,1.96,0,0,0,3.4,750.0,0.0,-693.524019953437,-4.328976932549354e+21,1.993567550560646e+22
69.66,0.02,15.27,2.04,11.05,0,0,0,0,0,0,0,0,1.96,0,0,0,4.2,750.0,0.0,-700.9451133729784,-4.375299397674131e+21,2.0148998340940562e+22
69.66,0.02,15.27,2.04,11.05,0,0,0,0,0,0,0,0,1.96,0,0,0,5.7,750.0,0.0,-687.2212172133018,-4.2896348378454295e+21,1.975449846402163e+22
66.48,0.016,22.39,5.7,1.43,0.39,0.178,3.19,0,0.022,0.001,0.2,0,0,0.001,0.002,0,1.2,750.0,0.5,-442.25910953271944,-2.7605813617032346e+21,1.2712946982910142e+22
66.48,0.016,22.39,5.7,1.43,0.39,0.178,3.19,0,0.022,0.001,0.2,0,0,0.001,0.002,0,2.5,750.0,1.0,-458.96143895638494,-2.864837301965755e+21,1.3193063330719256e+22
66.48,0.016,22.39,5.7,1.43,0.39,0.178,3.19,0,0.022,0.001,0.2,0,0,0.001,0.002,0,6.5,750.0,3.0,-428.65831755149,-2.6756852181564003e+21,1.2321985793742896e+22
66.48,0.016,22.39,5.7,1.43,0.39,0.178,3.19,0,0.022,0.001,0.2,0,0,0.001,0.002,0,9.1,750.0,5.0,-442.3013226750988,-2.7608448561379667e+21,1.2714160419625144e+22
66.48,0.016,22.39,5.7,1.43,0.39,0.178,3.19,0,0.022,0.001,0.2,0,0,0.001,0.002,0,12.9,750.0,10.0,-492.09469763686513,-3.071655102649312e+21,1.4145494500358803e+22
66.48,0.016,22.39,5.7,1.43,0.39,0.178,3.19,0,0.022,0.001,0.2,0,0,0.001,0.002,0,16.3,750.0,20.0,-413.4665316856174,-2.5808580907816237e+21,1.1885290733933678e+22
66.48,0.016,22.39,5.7,1.43,0.39,0.178,3.19,0,0.022,0.001,0.2,0,0,0.001,0.002,0,18.7,750.0,40.0,-431.2411899409978,-2.6918075076117083e+21,1.239623168047235e+22
66.48,0.016,22.39,5.7,1.43,0.39,0.178,3.19,0,0.022,0.001,0.2,0,0,0.001,0.002,0,19.2,750.0,50.0,-404.76486819018345,-2.526542307243125e+21,1.1635157306953603e+22
66.48,0.016,22.39,5.7,1.43,0.39,0.178,3.19,0,0.022,0.001,0.2,0,0,0.001,0.002,0,19.5,750.0,100.0,-381.98565360904337,-2.3843544498276485e+21,1.0980358025174323e+22
66.48,0.016,22.39,5.7,1.43,0.39,0.178,3.19,0,0.022,0.001,0.2,0,0,0.001,0.002,0,3.1,800.0,0.5,-489.9740255767427,-3.058417867650028e+21,1.4084534780395178e+22
66.48,0.016,22.39,5.7,1.43,0.39,0.178,3.19,0,0.022,0.001,0.2,0,0,0.001,0.002,0,5.7,800.0,1.0,-392.0492293084923,-2.447171289343609e+21,1.1269640261691224e+22
66.48,0.016,22.39,5.7,1.43,0.39,0.178,3.19,0,0.022,0.001,0.2,0,0,0.001,0.002,0,11.6,800.0,3.0,-480.9939214475286,-3.0023640576754734e+21,1.382639744588932e+22
66.48,0.016,22.39,5.7,1.43,0.39,0.178,3.19,0,0.022,0.001,0.2,0,0,0.001,0.002,0,14.0,800.0,5.0,-468.4307873949191,-2.923944974919085e+21,1.3465264223967066e+22
66.48,0.016,22.39,5.7,1.43,0.39,0.178,3.19,0,0.022,0.001,0.2,0,0,0.001,0.002,0,17.1,800.0,10.0,-422.979103063213,-2.6402355613205754e+21,1.2158734090979047e+22
66.48,0.016,22.39,5.7,1.43,0.39,0.178,3.19,0,0.022,0.001,0.2,0,0,0.001,0.002,0,19.0,800.0,20.0,-429.07407291423095,-2.6782803631306294e+21,1.2333936878006531e+22
66.48,0.016,22.39,5.7,1.43,0.39,0.178,3.19,0,0.022,0.001,0.2,0,0,0.001,0.002,0,19.0,800.0,40.0,-514.2143019045199,-3.209725672488013e+21,1.4781332972142374e+22
66.48,0.016,22.39,5.7,1.43,0.39,0.178,3.19,0,0.022,0.001,0.2,0,0,0.001,0.002,0,19.0,800.0,50.0,-472.33906663472317,-2.948340453933942e+21,1.3577609556599184e+22
66.48,0.016,22.39,5.7,1.43,0.39,0.178,3.19,0,0.022,0.001,0.2,0,0,0.001,0.002,0,19.0,800.0,100.0,-419.11998445387644,-2.6161469429610966e+21,1.204780190388833e+22
66.48,0.016,22.39,5.7,1.43,0.39,0.178,3.19,0,0.022,0.001,0.2,0,0,0.001,0.002,0,5.8,850.0,0.5,-376.65610931230646,-2.351087434327417e+21,1.0827157757215854e+22
66.48,0.016,22.39,5.7,1.43,0.39,0.178,3.19,0,0.022,0.001,0.2,0,0,0.001,0.002,0,9.1,850.0,1.0,-474.4330623670522,-2.9614111752951394e+21,1.3637802452921128e+22
66.48,0.016,22.39,5.7,1.43,0.39,0.178,3.19,0,0.022,0.001,0.2,0,0,0.001,0.002,0,15.0,850.0,3.0,-414.116449143376,-2.584914875552953e+21,1.1903972918213575e+22
66.48,0.016,22.39,5.7,1.43,0.39,0.178,3.19,0,0.022,0.001,0.2,0,0,0.001,0.002,0,17.0,850.0,5.0,-450.47110704660355,-2.8118406501848994e+21,1.2949004729980868e+22
66.48,0.016,22.39,5.7,1.43,0.39,0.178,3.19,0,0.022,0.001,0.2,0,0,0.001,0.002,0,18.8,850.0,10.0,-439.72620654120124,-2.744770981230178e+21,1.2640137490126493e+22
66.48,0.016,22.39,5.7,1.43,0.39,0.178,3.19,0,0.022,0.001,0.2,0,0,0.001,0.002,0,19.0,850.0,20.0,-422.1150061380396,-2.634841868313643e+21,1.2133895216751148e+22
66.48,0.016,22.39,5.7,1.43,0.39,0.178,3.19,0,0.022,0.001,0.2,0,0,0.001,0.002,0,19.0,850.0,40.0,-463.8533335886188,-2.8953725082601584e+21,1.3333683152369238e+22
66.48,0.016,22.39,5.7,1.43,0.39,0.178,3.19,0,0.022,0.001,0.2,0,0,0.001,0.002,0,19.0,850.0,50.0,-507.0657606156583,-3.165104477762939e+21,1.4575844776531294e+22
66.48,0.016,22.39,5.7,1.43,0.39,0.178,3.19,0,0.022,0.001,0.2,0,0,0.001,0.002,0,19.0,850.0,100.0,-427.6607064562384,-2.66945812969984e+21,1.2293308991637232e+22
61.03,0.03,26.03,6.67,0.94,0,0.4,4.93,1.3,0,0,0,0,0,0,0,0,1.0,963.64,0.05,-697.1019908724503,-4.3513106270258347e+21,2.003852596955252e+22
61.03,0.03,26.03,6.67,0.94,0,0.4,4.93,1.3,0,0,0,0,0,0,0,0,1.0,924.0,0.0337,-699.5016335300309,-4.3662891964944524e+21,2.010750483109815e+22
61.03,0.03,26.03,6.67,0.94,0,0.4,4.93,1.3,0,0,0,0,0,0,0,0,1.0,913.0,0.0337,-712.7606086335783,-4.4490517190907957e+21,2.0488640332675997e+22
61.03,0.03,26.03,6.67,0.94,0,0.4,4.93,1.3,0,0,0,0,0,0,0,0,1.0,936.0,0.0367,-706.7962926718893,-4.411822458857933e+21,2.0317193253405227e+22
61.03,0.03,26.03,6.67,0.94,0,0.4,4.93,1.3,0,0,0,0,0,0,0,0,1.0,908.47,0.0393,-699.3314844331688,-4.36522712583184e+21,2.0102613814947275e+22
61.03,0.03,26.03,6.67,0.94,0,0.4,4.93,1.3,0,0,0,0,0,0,0,0,1.0,893.13,0.045,-707.3131375981835,-4.4150486048878614e+21,2.0332050204917894e+22
61.03,0.03,26.03,6.67,0.94,0,0.4,4.93,1.3,0,0,0,0,0,0,0,0,1.0,866.74,0.0651,-708.3314494316438,-4.4214049073523206e+21,2.0361322059520346e+22
61.03,0.03,26.03,6.67,0.94,0,0.4,4.93,1.3,0,0,0,0,0,0,0,0,1.0,861.37,0.068,-720.4486871095494,-4.4970407049378073e+21,2.070963777955446e+22
61.03,0.03,26.03,6.67,0.94,0,0.4,4.93,1.3,0,0,0,0,0,0,0,0,1.0,753.8,0.179,-712.0713978943804,-4.4447496656567224e+21,2.0468828644462874e+22
61.03,0.03,26.03,6.67,0.94,0,0.4,4.93,1.3,0,0,0,0,0,0,0,0,1.0,1049.24,0.1843,-703.1165480913613,-4.3888534931862774e+21,2.0211417257491133e+22
61.03,0.03,26.03,6.67,0.94,0,0.4,4.93,1.3,0,0,0,0,0,0,0,0,1.0,755.37,0.197,-710.3644364557811,-4.4340948123569855e+21,2.0419761231710848e+22
61.03,0.03,26.03,6.67,0.94,0,0.4,4.93,1.3,0,0,0,0,0,0,0,0,1.0,727.85,0.2245,-720.5965350970741,-4.497963572075937e+21,2.07138877397846e+22
61.03,0.03,26.03,6.67,0.94,0,0.4,4.93,1.3,0,0,0,0,0,0,0,0,1.0,1046.31,0.2296,-693.7193520016831,-4.330196195194506e+21,1.9941290417588806e+22
61.03,0.03,26.03,6.67,0.94,0,0.4,4.93,1.3,0,0,0,0,0,0,0,0,1.0,753.69,0.164,-705.7701686159213,-4.4054173925005805e+21,2.028769683277707e+22
61.03,0.03,26.03,6.67,0.94,0,0.4,4.93,1.3,0,0,0,0,0,0,0,0,1.0,735.54,0.2266,-699.1849249126768,-4.3643123013049285e+21,2.0098400892310532e+22
61.03,0.03,26.03,6.67,0.94,0,0.4,4.93,1.3,0,0,0,0,0,0,0,0,5.0,985.82,0.2326,-705.4792691868025,-4.4036015982640214e+21,2.0279334791294977e+22
61.03,0.03,26.03,6.67,0.94,0,0.4,4.93,1.3,0,0,0,0,0,0,0,0,5.0,1010.02,0.2279,-707.237955002507,-4.4145793151256484e+21,2.032988904569636e+22
61.03,0.03,26.03,6.67,0.94,0,0.4,4.93,1.3,0,0,0,0,0,0,0,0,5.0,1028.17,0.21712,-689.4085767416274,-4.303288336021238e+21,1.9817375146755307e+22
61.03,0.03,26.03,6.67,0.94,0,0.4,4.93,1.3,0,0,0,0,0,0,0,0,5.0,1016.07,0.1924,-714.8700047394263,-4.4622185695834994e+21,2.0549275920008357e+22
61.03,0.03,26.03,6.67,0.94,0,0.4,4.93,1.3,0,0,0,0,0,0,0,0,5.0,1010.78,0.176,-710.0667122224959,-4.4322364176928195e+21,2.0411203008009632e+22
61.03,0.03,26.03,6.67,0.94,0,0.4,4.93,1.3,0,0,0,0,0,0,0,0,5.0,992.63,0.1494,-715.1425315648944,-4.463919682028071e+21,2.055710983232111e+22
61.03,0.03,26.03,6.67,0.94,0,0.4,4.93,1.3,0,0,0,0,0,0,0,0,5.0,967.67,0.1325,-719.4184171013418,-4.4906097595465754e+21,2.068002218157104e+22
61.03,0.03,26.03,6.67,0.94,0,0.4,4.93,1.3,0,0,0,0,0,0,0,0,5.0,951.04,0.1232,-694.3108232807059,-4.333888158918166e+21,1.9958292538856755e+22
61.03,0.03,26.03,6.67,0.94,0,0.4,4.93,1.3,0,0,0,0,0,0,0,0,5.0,938.94,0.118,-714.2579340159848,-4.458398024127777e+21,2.0531681657981453e+22
61.03,0.03,26.03,6.67,0.94,0,0.4,4.93,1.3,0,0,0,0,0,0,0,0,5.0,911.72,0.111,-690.3842835801845,-4.309378698107512e+21,1.984542230065689e+22
61.03,0.03,26.03,6.67,0.94,0,0.4,4.93,1.3,0,0,0,0,0,0,0,0,5.0,898.11,0.1114,-721.2867566985884,-4.502271935312589e+21,2.0733728485712436e+22
61.03,0.03,26.03,6.67,0.94,0,0.4,4.93,1.3,0,0,0,0,0,0,0,0,5.0,814.18,0.1414,-706.85473360972,-4.4121872471918725e+21,2.0318873165764877e+22
61.03,0.03,26.03,6.67,0.94,0,0.4,4.93,1.3,0,0,0,0,0,0,0,0,5.0,800.57,0.1511,-696.1821901100786,-4.3455692306671107e+21,2.0012085862215384e+22
61.03,0.03,26.03,6.67,0.94,0,0.4,4.93,1.3,0,0,0,0,0,0,0,0,5.0,889.04,0.119,-703.6871984650588,-4.392415492818897e+21,2.0227820872001774e+22
61.03,0.03,26.03,6.67,0.94,0,0.4,4.93,1.3,0,0,0,0,0,0,0,0,5.0,827.79,0.1333,-701.1100036479911,-4.3763286427707606e+21,2.0153738189773633e+22
61.03,0.03,26.03,6.67,0.94,0,0.4,4.93,1.3,0,0,0,0,0,0,0,0,5.0,814.18,0.1414,-699.2986779327401,-4.365022347656164e+21,2.010167077659791e+22
61.03,0.03,26.03,6.67,0.94,0,0.4,4.93,1.3,0,0,0,0,0,0,0,0,5.0,800.57,0.151,-705.2671550640332,-4.4022775819096954e+21,2.0273237470654274e+22
61.03,0.03,26.03,6.67,0.94,0,0.4,4.93,1.3,0,0,0,0,0,0,0,0,5.0,786.2,0.1823,-700.8947490330046,-4.374985023464015e+21,2.014755059420089e+22
61.03,0.03,26.03,6.67,0.94,0,0.4,4.93,1.3,0,0,0,0,0,0,0,0,5.0,786.96,0.189,-708.8745616100921,-4.4247950135701946e+21,2.037693407560223e+22
61.03,0.03,26.03,6.67,0.94,0,0.4,4.93,1.3,0,0,0,0,0,0,0,0,10.0,951.19,0.231,-717.8582953111885,-4.4808714793324385e+21,2.0635175743866098e+22
61.03,0.03,26.03,6.67,0.94,0,0.4,4.93,1.3,0,0,0,0,0,0,0,0,10.0,960.99,0.2294,-705.531767173561,-4.4039292906973676e+21,2.0280843870719198e+22
61.03,0.03,26.03,6.67,0.94,0,0.4,4.93,1.3,0,0,0,0,0,0,0,0,10.0,989.66,0.2247,-708.1627933034628,-4.4203521558002144e+21,2.0356473959459332e+22
61.03,0.03,26.03,6.67,0.94,0,0.4,4.93,1.3,0,0,0,0,0,0,0,0,10.0,1006.99,0.216,-700.5400108670792,-4.3727707478323086e+21,2.0137353478078196e+22
61.03,0.03,26.03,6.67,0.94,0,0.4,4.93,1.3,0,0,0,0,0,0,0,0,10.0,986.57,0.201,-712.4217065499491,-4.4469362922847826e+21,2.0478898432218304e+22
61.03,0.03,26.03,6.67,0.94,0,0.4,4.93,1.3,0,0,0,0,0,0,0,0,10.0,972.2,0.189,-707.4527359510381,-4.41591997780638e+21,2.0336063025503132e+22
61.03,0.03,26.03,6.67,0.94,0,0.4,4.93,1.3,0,0,0,0,0,0,0,0,10.0,970.65,0.17,-718.3344538126572,-4.4838436606986064e+21,2.0648863144880923e+22
61.03,0.03,26.03,6.67,0.94,0,0.4,4.93,1.3,0,0,0,0,0,0,0,0,10.0,942.68,0.158,-708.0077593813978,-4.419384434058685e+21,2.035201743614691e+22
61.03,0.03,26.03,6.67,0.94,0,0.4,4.93,1.3,0,0,0,0,0,0,0,0,10.0,929.84,0.155,-711.1571139107228,-4.439042705030732e+21,2.0442547119535453e+22
61.03,0.03,26.03,6.67,0.94,0,0.4,4.93,1.3,0,0,0,0,0,0,0,0,10.0,912.47,0.154,-704.9604000584796,-4.40036281716503e+21,2.026441965313896e+22
61.03,0.03,26.03,6.67,0.94,0,0.4,4.93,1.3,0,0,0,0,0,0,0,0,10.0,877.75,0.1515,-713.0662898789644,-4.450959781424496e+21,2.049742728444816e+22
61.03,0.03,26.03,6.67,0.94,0,0.4,4.93,1.3,0,0,0,0,0,0,0,0,10.0,850.6,0.156,-703.4884858853738,-4.391175128896504e+21,2.0222108785046593e+22
61.03,0.03,26.03,6.67,0.94,0,0.4,4.93,1.3,0,0,0,0,0,0,0,0,10.0,825.72,0.166,-703.0011685989485,-4.388133294394637e+21,2.0208100619487883e+22
61.03,0.03,26.03,6.67,0.94,0,0.4,4.93,1.3,0,0,0,0,0,0,0,0,10.0,837.78,0.16,-700.1845229397524,-4.3705517921899344e+21,2.0127134809709905e+22
61.03,0.03,26.03,6.67,0.94,0,0.4,4.93,1.3,0,0,0,0,0,0,0,0,10.0,827.31,0.1933,-711.1095327792749,-4.438745703608234e+21,2.0441179377439368e+22
61.03,0.03,26.03,6.67,0.94,0,0.4,4.93,1.3,0,0,0,0,0,0,0,0,10.0,824.31,0.2005,-712.3325661927266,-4.4463798781749997e+21,2.0476336050548867e+22
61.03,0.03,26.03,6.67,0.94,0,0.4,4.93,1.3,0,0,0,0,0,0,0,0,15.0,939.11,0.2306,-693.9928359466584,-4.331903281979042e+21,1.9949151842753845e+22
61.03,0.03,26.03,6.67,0.94,0,0.4,4.93,1.3,0,0,0,0,0,0,0,0,15.0,957.21,0.2243,-706.8449629417222,-4.41212625868223e+21,2.0318592303298586e+22
61.03,0.03,26.03,6.67,0.94,0,0.4,4.93,1.3,0,0,0,0,0,0,0,0,15.0,976.06,0.2205,-713.2936988699771,-4.4523792683463973e+21,2.05039642633003e+22
61.03,0.03,26.03,6.67,0.94,0,0.4,4.93,1.3,0,0,0,0,0,0,0,0,15.0,985.87,0.217,-711.6563140130058,-4.4421587120691825e+21,2.0456896862248254e+22
61.03,0.03,26.03,6.67,0.94,0,0.4,4.93,1.3,0,0,0,0,0,0,0,0,15.0,973.78,0.2125,-706.3488797033284,-4.409029707108176e+21,2.030433215631038e+22
61.03,0.03,26.03,6.67,0.94,0,0.4,4.93,1.3,0,0,0,0,0,0,0,0,15.0,954.14,0.207,-699.4427018141241,-4.3659213447237625e+21,2.0105810811090907e+22
61.03,0.03,26.03,6.67,0.94,0,0.4,4.93,1.3,0,0,0,0,0,0,0,0,15.0,906.57,0.2006,-709.7739959343807,-4.430409282622404e+21,2.040278874005758e+22
61.03,0.03,26.03,6.67,0.94,0,0.4,4.93,1.3,0,0,0,0,0,0,0,0,15.0,889.22,0.203,-705.4327028830311,-4.40331093139588e+21,2.027799622089976e+22
61.03,0.03,26.03,6.67,0.94,0,0.4,4.93,1.3,0,0,0,0,0,0,0,0,15.0,870.37,0.208,-712.5966006111547,-4.4480279810148275e+21,2.0483925844610286e+22
61.03,0.03,26.03,6.67,0.94,0,0.4,4.93,1.3,0,0,0,0,0,0,0,0,15.0,856.03,0.2102,-699.7138198431322,-4.3676136634608313e+21,2.0113604226884043e+22
61.03,0.03,26.03,6.67,0.94,0,0.4,4.93,1.3,0,0,0,0,0,0,0,0,15.0,846.98,0.212,-698.2397279570349,-4.358412381907812e+21,2.00712307594032e+22
61.03,0.03,26.03,6.67,0.94,0,0.4,4.93,1.3,0,0,0,0,0,0,0,0,15.0,822.1,0.2203,-704.1979608620893,-4.395603671701161e+21,2.024250297833797e+22
61.03,0.03,26.03,6.67,0.94,0,0.4,4.93,1.3,0,0,0,0,0,0,0,0,20.0,804.77,0.2301,-707.2790506898759,-4.4148358344062057e+21,2.0331070360639314e+22
